epoch,step,train_loss_step
0,99,0.6757789850234985
0,199,0.6169417500495911
0,299,0.4845651686191559
0,399,0.6169254779815674
0,499,0.41317152976989746
0,599,0.7118624448776245
0,699,0.520997941493988
0,799,0.4520230293273926
0,899,0.421875923871994
0,999,0.463111013174057
0,1099,0.5305353999137878
0,1199,0.4794623851776123
0,1299,0.3894695043563843
0,1399,0.41345253586769104
0,1499,0.5065107941627502
0,1599,0.2417706698179245
0,1699,0.5754250288009644
0,1799,0.5808467864990234
0,1899,0.49659061431884766
0,1999,0.48819005489349365
0,2099,0.48117882013320923
0,2199,0.6378077268600464
0,2299,0.443691611289978
0,2399,0.5614640712738037
0,2499,0.4181092381477356
0,2599,0.3487144112586975
0,2699,0.4802730679512024
0,2799,0.3473491668701172
0,2899,0.5932639241218567
0,2999,0.23337514698505402
0,3099,0.44639503955841064
0,3199,0.5466341972351074
0,3299,0.4400990605354309
0,3399,0.4441413879394531
0,3499,0.41167545318603516
0,3599,0.32816457748413086
0,3699,0.3975520133972168
0,3799,0.5401859283447266
0,3899,0.29066136479377747
0,3999,0.4554133713245392
0,4099,0.21419742703437805
0,4199,0.38347601890563965
0,4299,0.622098445892334
0,4399,0.3229960799217224
0,4499,0.3115811347961426
0,4599,0.3204072117805481
0,4699,0.3679876923561096
0,4799,0.39719557762145996
0,4899,0.6353026628494263
0,4999,0.48004835844039917
0,5099,0.5377140045166016
0,5199,0.39520299434661865
0,5299,0.2627284526824951
0,5399,0.34505200386047363
0,5499,0.45758363604545593
0,5599,0.3232535123825073
0,5699,0.34993523359298706
0,5799,0.3435783386230469
0,5899,0.3153756558895111
0,5999,0.49704310297966003
0,6099,0.32037806510925293
0,6199,0.6211371421813965
0,6299,0.35291919112205505
0,6399,0.39813458919525146
0,6499,0.4418829083442688
0,6599,0.47303661704063416
0,6699,0.3986239731311798
0,6799,0.4136028587818146
0,6899,0.41382911801338196
0,6999,0.32944178581237793
0,7099,0.26325321197509766
0,7199,0.28212279081344604
0,7299,0.31807857751846313
0,7399,0.7667231559753418
0,7499,0.3868686258792877
0,7599,0.4323064684867859
0,7699,0.1933991014957428
0,7799,0.26407772302627563
0,7899,0.3086733818054199
0,7999,0.4538203477859497
0,8099,0.25986164808273315
0,8199,0.2872541546821594
0,8299,0.2944202423095703
0,8399,0.2515942454338074
0,8499,0.48476940393447876
0,8599,0.38180452585220337
0,8699,0.34084922075271606
0,8799,0.30704033374786377
0,8899,0.3396413326263428
0,8999,0.44843894243240356
0,9099,0.6248012781143188
0,9199,0.3279384970664978
0,9299,0.4507140815258026
0,9399,0.26240840554237366
0,9499,0.206562340259552
0,9599,0.24892377853393555
0,9699,0.31035566329956055
0,9799,0.2662084400653839
0,9899,0.3256150186061859
0,9999,0.6233189105987549
0,10099,0.24509793519973755
0,10199,0.4570440351963043
0,10299,0.37639737129211426
0,10399,0.2062394917011261
0,10499,0.27331411838531494
0,10599,0.35513362288475037
0,10699,0.2653298079967499
0,10799,0.2687048316001892
0,10899,0.3626355230808258
0,10999,0.39746588468551636
0,11099,0.2540944516658783
0,11199,0.3940609097480774
0,11299,0.24709844589233398
0,11399,0.3558119833469391
0,11499,0.2699558138847351
0,11599,0.48911193013191223
0,11699,0.2691900134086609
0,11799,0.3345440626144409
0,11899,0.31932687759399414
0,11999,0.24506878852844238
0,12099,0.304832398891449
0,12199,0.3009614050388336
0,12299,0.34851324558258057
0,12399,0.30183690786361694
0,12499,0.3611574172973633
0,12599,0.33863741159439087
0,12699,0.3109697103500366
0,12799,0.32060691714286804
0,12899,0.2796105146408081
0,12999,0.3866063952445984
0,13099,0.5398169755935669
0,13199,0.567105233669281
0,13299,0.3709498941898346
0,13399,0.4120858311653137
